endpoint,granularity,split,treatment,seed,eps,tau,dist,n_train,n_test,threshold,acc_mae,acc_rmse,acc_spearman,acc_n_exact,viol_violation_rate,viol_right_violation_rate,viol_left_violation_rate,viol_n_censored,dec_threshold,dec_false_safe_rate,dec_false_liability_rate,dec_balanced_accuracy,dec_decision_regret,dec_n_resolvable,dec_n_positive,dec_n_negative,cov90,cov90_width,exceed_ece,split_kind,fold,feature_set,anchor_weight
CYP1A2_IC50,measurement,random_fold0,satisficing,0,0.02,0.85,gaussian,3712,928,5.401160037315902,0.7532391554966354,1.030970341876551,0.6438065500441557,379,0.2003642987249544,0.5625,0.1894934333958724,549,5.401160037315902,0.2663316582914573,0.0987124463519313,0.8174779476783056,0.1405040721818567,898,199,699,0.2137203166226912,0.5071323787170138,0.1257412153894676,random,0,morgan,0.0
CYP1A2_IC50,measurement,random_fold0,satisficing,1,0.02,0.85,gaussian,3712,928,5.401160037315902,0.780646592504142,1.0665271871258348,0.6426894985311071,379,0.1639344262295081,0.625,0.150093808630394,549,5.401160037315902,0.3919597989949748,0.0686695278969957,0.7696853365540146,0.1411011305323782,898,199,699,0.2506596306068601,0.5860908432575916,0.1232518067365498,random,0,morgan,0.0
CYP1A2_IC50,measurement,random_fold1,satisficing,0,0.02,0.85,gaussian,3712,928,5.429810095090708,0.7406601719249963,1.0656897072275378,0.6197194096290859,327,0.2129783693843594,0.6666666666666666,0.196551724137931,601,5.429810095090708,0.2658959537572254,0.0765027322404371,0.8288006570011688,0.1126988878414314,905,173,732,0.2599388379204893,0.5366243888268152,0.10663914279537,random,1,morgan,0.0
CYP1A2_IC50,measurement,random_fold1,satisficing,1,0.02,0.85,gaussian,3712,928,5.429810095090708,0.7961664842557808,1.1279551546167714,0.6055296938474151,327,0.1780366056572379,0.7142857142857143,0.1586206896551724,601,5.429810095090708,0.3294797687861271,0.0601092896174863,0.8052054707981933,0.1144329193160082,905,173,732,0.2629969418960244,0.5939495582483152,0.0998180492773105,random,1,morgan,0.0
CYP1A2_IC50,measurement,random_fold2,satisficing,0,0.02,0.85,gaussian,3712,928,5.431798275933005,0.7921063241171052,1.083727843228777,0.6717689253276214,326,0.207641196013289,0.4736842105263157,0.1989708404802744,602,5.431798275933005,0.2456140350877192,0.0785123966942148,0.8379367841090329,0.1149890416299802,897,171,726,0.3006134969325153,0.6540363704191186,0.1027861758624993,random,2,morgan,0.0
CYP1A2_IC50,measurement,random_fold2,satisficing,1,0.02,0.85,gaussian,3712,928,5.431798275933005,0.7661636914982627,1.0477957587597777,0.6778571698052146,326,0.1960132890365448,0.5263157894736842,0.1852487135506003,602,5.431798275933005,0.2573099415204678,0.0647382920110192,0.8389758832342564,0.1092426933272135,897,171,726,0.2914110429447852,0.7417879819627644,0.0940476677145959,random,2,morgan,0.0
CYP1A2_IC50,measurement,random_fold3,satisficing,0,0.02,0.85,gaussian,3712,928,5.387375089663561,0.831528547798038,1.1250872303964787,0.6180003559253151,367,0.196078431372549,0.6896551724137931,0.169172932330827,561,5.387375089663561,0.3318385650224215,0.0621301775147929,0.8030156287313928,0.1316835714202548,899,223,676,0.1634877384196185,0.4519266745181658,0.1157361817946161,random,3,morgan,0.0
CYP1A2_IC50,measurement,random_fold3,satisficing,1,0.02,0.85,gaussian,3712,928,5.387375089663561,0.9105517896810188,1.2154688727248182,0.6047849695987935,367,0.1622103386809269,0.6551724137931034,0.1353383458646616,561,5.387375089663561,0.4035874439461883,0.0532544378698224,0.7715790590919945,0.1399934355534701,899,223,676,0.1880108991825613,0.5398486982879072,0.1286266685561108,random,3,morgan,0.0
CYP1A2_IC50,measurement,random_fold4,satisficing,0,0.02,0.85,gaussian,3712,928,5.431798275933005,0.8277666494923533,1.1218405107590832,0.6420873710539607,330,0.2207357859531772,0.6842105263157895,0.2055267702936096,598,5.431798275933005,0.3236994219653179,0.0829875518672199,0.7966565130837311,0.1302717966089699,896,173,723,0.3757575757575757,1.0215832132090996,0.0977888269562721,random,4,morgan,0.0
CYP1A2_IC50,measurement,random_fold4,satisficing,1,0.02,0.85,gaussian,3712,928,5.431798275933005,0.8152427253722191,1.1267171478704747,0.6577838536299261,330,0.1839464882943143,0.6842105263157895,0.1675302245250431,598,5.431798275933005,0.3236994219653179,0.0622406639004149,0.8070299570671335,0.1147417027716758,896,173,723,0.203030303030303,0.5042002853749328,0.1094502711675238,random,4,morgan,0.0
CYP2C19_IC50,measurement,random_fold0,satisficing,0,0.02,0.85,gaussian,3134,784,5.091514981121351,0.633880355921761,0.9470328908253516,0.4224856196044791,343,0.2290249433106576,0.55,0.2137767220902612,441,5.091514981121351,0.3675675675675676,0.1219081272084805,0.7552621526119759,0.1946214479009782,751,185,566,0.4110787172011662,0.5896724245693649,0.1504165976923124,random,0,morgan,0.0
CYP2C19_IC50,measurement,random_fold0,satisficing,1,0.02,0.85,gaussian,3134,784,5.091514981121351,0.6745978888497074,0.9838982608022968,0.4095507013825872,343,0.1972789115646258,0.6,0.178147268408551,441,5.091514981121351,0.4486486486486487,0.0901060070671378,0.7306226721421067,0.1913754530747103,751,185,566,0.4518950437317784,0.8014764606834951,0.1267559934743418,random,0,morgan,0.0
CYP2C19_IC50,measurement,random_fold1,satisficing,0,0.02,0.85,gaussian,3134,784,5.086186147616283,0.6604462463338906,0.942627326183202,0.4676013049232734,349,0.2344827586206896,0.625,0.2116788321167883,435,5.086186147616283,0.4512820512820513,0.1125226860254083,0.7180976313462701,0.2039969995126594,746,195,551,0.2406876790830945,0.4729307223428518,0.1721578609464639,random,1,morgan,0.0
CYP2C19_IC50,measurement,random_fold1,satisficing,1,0.02,0.85,gaussian,3134,784,5.086186147616283,0.6509735778667881,0.9251385264925618,0.4680971844161821,349,0.2436781609195402,0.5833333333333334,0.2238442822384428,435,5.086186147616283,0.4256410256410256,0.132486388384755,0.7209362929871097,0.2093019777624789,746,195,551,0.2664756446991404,0.4557692514985516,0.1794885447675868,random,1,morgan,0.0
CYP2C19_IC50,measurement,random_fold2,satisficing,0,0.02,0.85,gaussian,3134,784,5.091514981121351,0.6289336605228224,0.8801949769851942,0.4665798431502296,344,0.2522727272727272,0.4285714285714285,0.2434367541766109,440,5.091514981121351,0.4526315789473684,0.1243339253996447,0.7115172478264935,0.2080692692805739,753,190,563,0.311046511627907,0.5430561885078145,0.1727331270274755,random,2,morgan,0.0
CYP2C19_IC50,measurement,random_fold2,satisficing,1,0.02,0.85,gaussian,3134,784,5.091514981121351,0.6737456617334824,0.9182540017718728,0.458237111787749,344,0.2113636363636363,0.4761904761904761,0.198090692124105,440,5.091514981121351,0.5578947368421052,0.0905861456483126,0.6757595587547911,0.2031172212105113,753,190,563,0.2412790697674418,0.5029687841917575,0.1776437967499039,random,2,morgan,0.0
CYP2C19_IC50,measurement,random_fold3,satisficing,0,0.02,0.85,gaussian,3135,783,5.096910013008056,0.6070536884384055,0.873531926961976,0.4519647308217413,346,0.2585812356979405,0.4137931034482758,0.2475490196078431,437,5.096910013008056,0.391304347826087,0.1524822695035461,0.7281066913351835,0.2080704295819233,748,184,564,0.3236994219653179,0.5130630076257898,0.1671612452246474,random,3,morgan,0.0
CYP2C19_IC50,measurement,random_fold3,satisficing,1,0.02,0.85,gaussian,3135,783,5.096910013008056,0.6254517260708082,0.8954296370868724,0.4498289447131561,346,0.2425629290617849,0.3448275862068966,0.2352941176470588,437,5.096910013008056,0.375,0.1347517730496454,0.7451241134751774,0.2049198934199163,748,184,564,0.3410404624277456,0.5387966757734617,0.1572086470053806,random,3,morgan,0.0
CYP2C19_IC50,measurement,random_fold4,satisficing,0,0.02,0.85,gaussian,3135,783,5.096910013008056,0.6472681575251502,0.929303553642794,0.5074511882624252,324,0.2156862745098039,0.4642857142857143,0.1995359628770301,459,5.096910013008056,0.4647058823529412,0.0862068965517241,0.7245436105476674,0.1770142634283575,750,170,580,0.3055555555555556,0.564333196079475,0.1492876173436847,random,4,morgan,0.0
CYP2C19_IC50,measurement,random_fold4,satisficing,1,0.02,0.85,gaussian,3135,783,5.096910013008056,0.6305459787764824,0.9102937419707596,0.5099707593970998,324,0.2004357298474945,0.3928571428571428,0.1879350348027842,459,5.096910013008056,0.4176470588235294,0.0879310344827586,0.747210953346856,0.1699307861682992,750,170,580,0.3549382716049383,0.6342851793125974,0.1327161869518817,random,4,morgan,0.0
CYP2C9_IC50,measurement,random_fold0,satisficing,0,0.02,0.85,gaussian,5028,1258,5.200659450546418,0.5684774453010965,0.8041511667138016,0.5673546184171439,612,0.2275541795665634,0.5357142857142857,0.2135922330097087,646,5.200659450546418,0.4092307692307692,0.092255125284738,0.7492570527422464,0.1799020374268319,1203,325,878,0.2009803921568627,0.3353076582204762,0.1608796172214726,random,0,morgan,0.0
CYP2C9_IC50,measurement,random_fold0,satisficing,1,0.02,0.85,gaussian,5028,1258,5.200659450546418,0.5441876991629664,0.7870945862838907,0.5694510912457066,612,0.2848297213622291,0.4642857142857143,0.2766990291262136,646,5.200659450546418,0.3107692307692307,0.1275626423690205,0.7808340634308744,0.1792109213261168,1203,325,878,0.2696078431372549,0.3964417238775438,0.1516532596487902,random,0,morgan,0.0
CYP2C9_IC50,measurement,random_fold1,satisficing,0,0.02,0.85,gaussian,5029,1257,5.1938200260161125,0.5666156318886947,0.7954940335172543,0.5781860310702229,626,0.2725832012678288,0.4545454545454545,0.2625418060200669,631,5.1938200260161125,0.3884057971014493,0.112,0.7497971014492754,0.1966912697432469,1220,345,875,0.3083067092651757,0.4894560725763118,0.1564089994130078,random,1,morgan,0.0
CYP2C9_IC50,measurement,random_fold1,satisficing,1,0.02,0.85,gaussian,5029,1257,5.1938200260161125,0.5942453960642953,0.8352453922703313,0.5644657965705825,626,0.2393026941362916,0.5757575757575758,0.2207357859531772,631,5.1938200260161125,0.4260869565217391,0.0834285714285714,0.7452422360248447,0.1892792332963195,1220,345,875,0.3258785942492013,0.5066224059567785,0.1533984545972071,random,1,morgan,0.0
CYP2C9_IC50,measurement,random_fold2,satisficing,0,0.02,0.85,gaussian,5029,1257,5.1938200260161125,0.6010955781086632,0.843995453766519,0.5179944595014727,611,0.2879256965944272,0.3870967741935484,0.2829268292682926,646,5.1938200260161125,0.3802395209580838,0.155230596175478,0.732264941433219,0.218545806508305,1223,334,889,0.2700490998363339,0.4450433225439606,0.1896039325350714,random,2,morgan,0.0
CYP2C9_IC50,measurement,random_fold2,satisficing,1,0.02,0.85,gaussian,5029,1257,5.1938200260161125,0.5854584123839841,0.8252827897471873,0.5296914185398289,611,0.3297213622291021,0.3870967741935484,0.3268292682926829,646,5.1938200260161125,0.3143712574850299,0.186726659167604,0.749451041673683,0.2264163065128416,1223,334,889,0.2896890343698854,0.4849579086089197,0.1917129892122472,random,2,morgan,0.0
CYP2C9_IC50,measurement,random_fold3,satisficing,0,0.02,0.85,gaussian,5029,1257,5.221848749616356,0.5119278588943775,0.7299520887995022,0.6001839905366565,610,0.2936630602782071,0.5,0.2822185970636215,647,5.221848749616356,0.3206896551724137,0.1279826464208243,0.7756638492033809,0.1761651398965025,1212,290,922,0.3377049180327869,0.4686997182340233,0.1481969151098813,random,3,morgan,0.0
CYP2C9_IC50,measurement,random_fold3,satisficing,1,0.02,0.85,gaussian,5029,1257,5.221848749616356,0.5096170864624977,0.7221331883737245,0.5755493760344513,610,0.3168469860896445,0.4705882352941176,0.3083197389885807,647,5.221848749616356,0.3379310344827586,0.1344902386117136,0.7637893634527638,0.185142140510456,1212,290,922,0.2491803278688524,0.357400255460337,0.1643565580268001,random,3,morgan,0.0
CYP2C9_IC50,measurement,random_fold4,satisficing,0,0.02,0.85,gaussian,5029,1257,5.1938200260161125,0.6165204541591627,0.8404335534658983,0.577663478762074,613,0.201863354037267,0.6666666666666666,0.1815235008103727,644,5.1938200260161125,0.4484848484848485,0.0858757062146892,0.7328197226502311,0.1880561620859006,1215,330,885,0.2071778140293637,0.4159966683996027,0.1639961894503181,random,4,morgan,0.0
CYP2C9_IC50,measurement,random_fold4,satisficing,1,0.02,0.85,gaussian,5029,1257,5.1938200260161125,0.6053101519167199,0.8406914784315807,0.5641560869522498,613,0.2282608695652173,0.5185185185185185,0.2155591572123176,644,5.1938200260161125,0.4090909090909091,0.096045197740113,0.747431946584489,0.1856642381114164,1215,330,885,0.1892332789559543,0.3384915858470515,0.1713629478946489,random,4,morgan,0.0
CYP2D6_IC50,measurement,random_fold0,satisficing,0,0.02,0.85,gaussian,5912,1479,5.275724130399211,0.5819893496806658,0.8037811602886404,0.6834753432892283,675,0.1803482587064676,0.4,0.1703511053315994,804,5.275724130399211,0.2978142076502732,0.0677179962894248,0.817233898030151,0.130591673528285,1444,366,1078,0.3703703703703703,0.6868750573240405,0.0968131593076746,random,0,morgan,0.0
CYP2D6_IC50,measurement,random_fold0,satisficing,1,0.02,0.85,gaussian,5912,1479,5.275724130399211,0.5757005814948527,0.7872750306544383,0.6749178956875207,675,0.2139303482587064,0.3428571428571428,0.2080624187256176,804,5.275724130399211,0.2568306010928962,0.111317254174397,0.8159260723663534,0.1478450783061506,1444,366,1078,0.3244444444444444,0.543832829253117,0.1198201904025371,random,0,morgan,0.0
CYP2D6_IC50,measurement,random_fold1,satisficing,0,0.02,0.85,gaussian,5913,1478,5.286516768684963,0.6261864901749298,0.8807926134149379,0.6367218025340853,669,0.2138442521631644,0.6341463414634146,0.19140625,809,5.286516768684963,0.3081232492997199,0.0792910447761194,0.8062928529620803,0.1376738049841014,1429,357,1072,0.3183856502242152,0.6182424861905542,0.1123833300090672,random,1,morgan,0.0
CYP2D6_IC50,measurement,random_fold1,satisficing,1,0.02,0.85,gaussian,5913,1478,5.286516768684963,0.600936543893483,0.8550137224248433,0.6477737118158577,669,0.245982694684796,0.6097560975609756,0.2265625,809,5.286516768684963,0.2717086834733893,0.0923507462686567,0.817970285128977,0.1423013450016245,1429,357,1072,0.3632286995515695,0.5747002898167676,0.1140505948763032,random,1,morgan,0.0
CYP2D6_IC50,measurement,random_fold2,satisficing,0,0.02,0.85,gaussian,5913,1478,5.2839966563652006,0.6039486309019718,0.8796474654828369,0.6320109089981208,687,0.2326169405815423,0.4358974358974359,0.2220744680851064,791,5.2839966563652006,0.3027027027027027,0.0996275605214152,0.7988348683879409,0.1523091819443719,1444,370,1074,0.314410480349345,0.4746932398758104,0.1324107557194321,random,2,morgan,0.0
CYP2D6_IC50,measurement,random_fold2,satisficing,1,0.02,0.85,gaussian,5913,1478,5.2839966563652006,0.6209083344883577,0.9180289159183108,0.6342788079642268,687,0.1694058154235145,0.4615384615384615,0.1542553191489361,791,5.2839966563652006,0.3621621621621622,0.0707635009310986,0.7835371684533696,0.1468289133266834,1444,370,1074,0.2809315866084425,0.4623293234618297,0.1294897839005896,random,2,morgan,0.0
CYP2D6_IC50,measurement,random_fold3,satisficing,0,0.02,0.85,gaussian,5913,1478,5.275724130399211,0.5764025110879516,0.8323236289189015,0.6518976841860743,653,0.2096969696969697,0.4680851063829787,0.1940874035989717,825,5.275724130399211,0.2473118279569892,0.0933081998114985,0.8296899861157561,0.1370057864185848,1433,372,1061,0.3307810107197549,0.4686896925802379,0.1137191619334319,random,3,morgan,0.0
CYP2D6_IC50,measurement,random_fold3,satisficing,1,0.02,0.85,gaussian,5913,1478,5.275724130399211,0.573028381118244,0.8372951712755583,0.6467367536605737,653,0.2121212121212121,0.4893617021276595,0.1953727506426735,825,5.275724130399211,0.260752688172043,0.0904806786050895,0.8243833166114337,0.1359601752848152,1433,372,1061,0.3124042879019908,0.4426859962446778,0.1168217580434861,random,3,morgan,0.0
CYP2D6_IC50,measurement,random_fold4,satisficing,0,0.02,0.85,gaussian,5913,1478,5.292429823902063,0.5878652728813758,0.8323553779710757,0.6604825486317741,675,0.1407222914072229,0.4333333333333333,0.129366106080207,803,5.292429823902063,0.3571428571428571,0.0515653775322283,0.7956458826624573,0.1292300367465418,1436,350,1086,0.32,0.5037783445876391,0.1064221953114058,random,4,morgan,0.0
CYP2D6_IC50,measurement,random_fold4,satisficing,1,0.02,0.85,gaussian,5913,1478,5.292429823902063,0.5594389029931628,0.7937457371310599,0.6596915375484246,675,0.1731008717310087,0.4,0.1642949547218628,803,5.292429823902063,0.2885714285714286,0.076427255985267,0.8175006577216521,0.1321081792380606,1436,350,1086,0.3733333333333333,0.5961264536877182,0.097682258515531,random,4,morgan,0.0
CYP3A4_IC50,measurement,random_fold0,satisficing,0,0.02,0.85,gaussian,9620,2405,5.257117856945184,0.536389526899118,0.7649280576185565,0.6520626114488169,1294,0.2439243924392439,0.5609756097560976,0.2317757009345794,1111,5.257117856945184,0.3477011494252873,0.0934466019417475,0.7794261243164825,0.1772054111443263,2344,696,1648,0.3207109737248841,0.5066735700726568,0.1450918003285929,random,0,morgan,0.0
CYP3A4_IC50,measurement,random_fold0,satisficing,1,0.02,0.85,gaussian,9620,2405,5.257117856945184,0.537647513786151,0.7713492979993758,0.6557362397674433,1294,0.216021602160216,0.6341463414634146,0.2,1111,5.257117856945184,0.3793103448275862,0.0776699029126213,0.7715098761298962,0.1720866178178666,2344,696,1648,0.3639876352395672,0.5606822363002519,0.1370235045601081,random,0,morgan,0.0
CYP3A4_IC50,measurement,random_fold1,satisficing,0,0.02,0.85,gaussian,9620,2405,5.267606240177031,0.5194988986205433,0.7286284231338863,0.6833993105758396,1327,0.2597402597402597,0.6666666666666666,0.237022526934378,1078,5.267606240177031,0.2799422799422799,0.1019417475728155,0.8090579862424523,0.164105276855643,2341,693,1648,0.3782969103240391,0.661257955399291,0.1218683594729744,random,1,morgan,0.0
CYP3A4_IC50,measurement,random_fold1,satisficing,1,0.02,0.85,gaussian,9620,2405,5.267606240177031,0.5190607215643236,0.7331225610279903,0.6858743361280331,1327,0.2578849721706864,0.631578947368421,0.237022526934378,1078,5.267606240177031,0.2871572871572871,0.1116504854368932,0.8005961137029098,0.1669571247383718,2341,693,1648,0.3647324792765636,0.5846463979736459,0.1294269465903209,random,1,morgan,0.0
CYP3A4_IC50,measurement,random_fold2,satisficing,0,0.02,0.85,gaussian,9620,2405,5.269626229077901,0.5059071795225742,0.721719823952646,0.6976790446585239,1326,0.2557924003707136,0.4807692307692308,0.2444011684518013,1079,5.269626229077901,0.2808823529411764,0.110381861575179,0.8043678927418223,0.1686439736853579,2356,680,1676,0.3861236802413273,0.6003943972174978,0.1294522594542766,random,2,morgan,0.0
CYP3A4_IC50,measurement,random_fold2,satisficing,1,0.02,0.85,gaussian,9620,2405,5.269626229077901,0.5295771277961542,0.755810390606641,0.6951939066606997,1326,0.2483781278962001,0.5192307692307693,0.234664070107108,1079,5.269626229077901,0.3102941176470588,0.0978520286396181,0.7959269268566616,0.1654972567942502,2356,680,1676,0.3725490196078431,0.6335727620631956,0.1275213637428811,random,2,morgan,0.0
CYP3A4_IC50,measurement,random_fold3,satisficing,0,0.02,0.85,gaussian,9620,2405,5.267606240177031,0.5150260136233469,0.7560048619397659,0.6603948864213914,1318,0.2603495860165593,0.5111111111111111,0.2495201535508637,1087,5.267606240177031,0.3057607090103397,0.1133093525179856,0.7904649692358374,0.1750403707434661,2345,677,1668,0.3247344461305007,0.5126108701640357,0.1415592280418396,random,3,morgan,0.0
CYP3A4_IC50,measurement,random_fold3,satisficing,1,0.02,0.85,gaussian,9620,2405,5.267606240177031,0.5047136087853634,0.747668225658316,0.66963034970826,1318,0.249310027598896,0.5333333333333333,0.2370441458733205,1087,5.267606240177031,0.3013293943870014,0.1091127098321343,0.7947789478904321,0.1698657390821338,2345,677,1668,0.381638846737481,0.5738988528203893,0.1303216458127503,random,3,morgan,0.0
CYP3A4_IC50,measurement,random_fold4,satisficing,0,0.02,0.85,gaussian,9620,2405,5.251811972993799,0.5765131051085398,0.8036231638509196,0.6553605247077345,1333,0.2154850746268656,0.625,0.1996124031007752,1072,5.251811972993799,0.3858921161825726,0.0842105263157894,0.764948678750819,0.1879912431048881,2338,723,1615,0.3795948987246811,0.7230894408629878,0.1430223588363116,random,4,morgan,0.0
CYP3A4_IC50,measurement,random_fold4,satisficing,1,0.02,0.85,gaussian,9620,2405,5.251811972993799,0.5863277790547796,0.8161692232178366,0.6561900480794932,1333,0.2192164179104477,0.65,0.2025193798449612,1072,5.251811972993799,0.4038727524204702,0.0773993808049535,0.7593639333872881,0.1861294478818226,2338,723,1615,0.3540885221305326,0.6275543622123935,0.1469180044345449,random,4,morgan,0.0
hERG_IC50,measurement,random_fold0,satisficing,0,0.02,0.85,gaussian,13292,3324,5.277366077466188,0.4779655464599254,0.7129461383285435,0.7257716017964336,2378,0.2716701902748414,0.3823529411764705,0.2630979498861048,946,5.277366077466188,0.2917329093799682,0.0988955823293172,0.8046857541453573,0.1775835643671752,3250,1258,1992,0.3734230445752733,0.5158306387683242,0.1424992520829145,random,0,morgan,0.0
hERG_IC50,measurement,random_fold0,satisficing,1,0.02,0.85,gaussian,13292,3324,5.277366077466188,0.4604813628539775,0.704347503587174,0.7205219324869258,2378,0.3245243128964059,0.3529411764705882,0.3223234624145786,946,5.277366077466188,0.246422893481717,0.1305220883534136,0.8115275090824348,0.1790257964976852,3250,1258,1992,0.3233809924306139,0.3883063562308442,0.1511987536034109,random,0,morgan,0.0
hERG_IC50,measurement,random_fold1,satisficing,0,0.02,0.85,gaussian,13293,3323,5.2873511139324325,0.4810471763940016,0.6988303216696445,0.735428185333012,2288,0.2415458937198067,0.2758620689655172,0.2395087001023541,1035,5.2873511139324325,0.3211805555555556,0.0916067146282973,0.7936063649080736,0.1788766854552461,3237,1152,2085,0.4069055944055944,0.5944701016761795,0.1317884044776069,random,1,morgan,0.0
hERG_IC50,measurement,random_fold1,satisficing,1,0.02,0.85,gaussian,13293,3323,5.2873511139324325,0.4636786350874725,0.6745967176066671,0.7396754913883741,2288,0.3101449275362319,0.2068965517241379,0.3162743091095189,1035,5.2873511139324325,0.2309027777777778,0.13189448441247,0.8186013689048761,0.1813853418243644,3237,1152,2085,0.4632867132867133,0.7329881722326977,0.1152013798233222,random,1,morgan,0.0
hERG_IC50,measurement,random_fold2,satisficing,0,0.02,0.85,gaussian,13293,3323,5.2839966563652006,0.4953757277469788,0.7193025890121446,0.720662022827971,2330,0.2688821752265861,0.3492063492063492,0.2634408602150537,993,5.2839966563652006,0.3327731092436974,0.0853423336547733,0.7909422785507645,0.1817364058580081,3264,1190,2074,0.3836909871244635,0.6116123018472662,0.1370273283929174,random,2,morgan,0.0
hERG_IC50,measurement,random_fold2,satisficing,1,0.02,0.85,gaussian,13293,3323,5.2839966563652006,0.4634259149767069,0.6956309420197243,0.7154843771207181,2330,0.3293051359516616,0.3492063492063492,0.3279569892473118,993,5.2839966563652006,0.253781512605042,0.1321118611378977,0.8070533131285301,0.1824320397733303,3264,1190,2074,0.3643776824034335,0.5341909962864849,0.1420124953125937,random,2,morgan,0.0
hERG_IC50,measurement,random_fold3,satisficing,0,0.02,0.85,gaussian,13293,3323,5.300000202445418,0.485907437741468,0.7355474286600427,0.7046241640583555,2364,0.364963503649635,0.2363636363636363,0.372787610619469,959,5.300000202445418,0.2311780336581045,0.1721040189125295,0.798358973714683,0.1974171607483587,3244,1129,2115,0.365482233502538,0.578851514574789,0.1533647526985033,random,3,morgan,0.0
hERG_IC50,measurement,random_fold3,satisficing,1,0.02,0.85,gaussian,13293,3323,5.300000202445418,0.4774314884556623,0.7115909866188695,0.701804077074436,2364,0.3284671532846715,0.2363636363636363,0.334070796460177,959,5.300000202445418,0.24977856510186,0.1423167848699763,0.8039523250140819,0.1852823720548926,3244,1129,2115,0.4276649746192893,0.6221071185498929,0.1413122933914964,random,3,morgan,0.0
